Run,LoadDate,Experiment,SRAStudy,BioProject,Sample,BioSample,SampleName,Submission,dbgap_study_accession
SRR17763070,2022-01-26 11:47:26,SRX13925550,SRP356854,PRJNA800731,SRS11774083,SAMN25279176,GSM5837137,SRA1362283,
SRR17763071,2022-01-26 11:47:43,SRX13925551,SRP356854,PRJNA800731,SRS11774084,SAMN25279177,GSM5837138,SRA1362283,
SRR17763088,2022-01-26 11:51:28,SRX13925552,SRP356854,PRJNA800731,SRS11774086,SAMN25279194,GSM5837155,SRA1362283,
SRR17763089,2022-01-26 11:49:03,SRX13925553,SRP356854,PRJNA800731,SRS11774085,SAMN25279195,GSM5837156,SRA1362283,
SRR17763090,2022-01-26 11:50:47,SRX13925554,SRP356854,PRJNA800731,SRS11774087,SAMN25279196,GSM5837157,SRA1362283,
SRR17763091,2022-01-26 11:49:54,SRX13925555,SRP356854,PRJNA800731,SRS11774088,SAMN25279197,GSM5837158,SRA1362283,
SRR17763092,2022-01-26 11:51:15,SRX13925556,SRP356854,PRJNA800731,SRS11774089,SAMN25279198,GSM5837159,SRA1362283,
SRR17763093,2022-01-26 11:50:06,SRX13925557,SRP356854,PRJNA800731,SRS11774090,SAMN25279199,GSM5837160,SRA1362283,
SRR17763094,2022-01-26 11:46:56,SRX13925558,SRP356854,PRJNA800731,SRS11774091,SAMN25279200,GSM5837161,SRA1362283,
SRR17763095,2022-01-26 11:47:43,SRX13925559,SRP356854,PRJNA800731,SRS11774092,SAMN25279201,GSM5837162,SRA1362283,
SRR17763281,2022-01-26 11:52:57,SRX13925560,SRP356854,PRJNA800731,SRS11774094,SAMN25279313,GSM5837243,SRA1362283,
SRR17763282,2022-01-26 11:52:09,SRX13925561,SRP356854,PRJNA800731,SRS11774093,SAMN25279314,GSM5837244,SRA1362283,
SRR17763283,2022-01-26 11:54:25,SRX13925562,SRP356854,PRJNA800731,SRS11774095,SAMN25279315,GSM5837245,SRA1362283,
SRR17763284,2022-01-26 11:53:19,SRX13925563,SRP356854,PRJNA800731,SRS11774096,SAMN25279316,GSM5837246,SRA1362283,
SRR17763285,2022-01-26 11:52:46,SRX13925564,SRP356854,PRJNA800731,SRS11774097,SAMN25279317,GSM5837247,SRA1362283,
SRR17763286,2022-01-26 11:52:52,SRX13925565,SRP356854,PRJNA800731,SRS11774098,SAMN25279318,GSM5837248,SRA1362283,
SRR17763287,2022-01-26 11:53:39,SRX13925566,SRP356854,PRJNA800731,SRS11774099,SAMN25279319,GSM5837249,SRA1362283,
SRR17763288,2022-01-26 11:54:06,SRX13925567,SRP356854,PRJNA800731,SRS11774102,SAMN25279320,GSM5837250,SRA1362283,
SRR17762850,2022-01-26 11:47:46,SRX13925568,SRP356854,PRJNA800731,SRS11774100,SAMN25279331,GSM5837259,SRA1362283,
SRR17762851,2022-01-26 11:46:07,SRX13925569,SRP356854,PRJNA800731,SRS11774101,SAMN25279332,GSM5837260,SRA1362283,
SRR17762852,2022-01-26 11:46:09,SRX13925570,SRP356854,PRJNA800731,SRS11774103,SAMN25279333,GSM5837261,SRA1362283,
SRR17762853,2022-01-26 11:48:26,SRX13925571,SRP356854,PRJNA800731,SRS11774104,SAMN25279334,GSM5837262,SRA1362283,
SRR17762854,2022-01-26 11:47:19,SRX13925572,SRP356854,PRJNA800731,SRS11774105,SAMN25279335,GSM5837263,SRA1362283,
SRR17762855,2022-01-26 11:47:03,SRX13925573,SRP356854,PRJNA800731,SRS11774106,SAMN25279336,GSM5837264,SRA1362283,
SRR17762856,2022-01-26 11:47:43,SRX13925574,SRP356854,PRJNA800731,SRS11774107,SAMN25279337,GSM5837265,SRA1362283,
SRR17762857,2022-01-26 11:46:59,SRX13925575,SRP356854,PRJNA800731,SRS11774110,SAMN25279338,GSM5837266,SRA1362283,
SRR17762882,2022-01-26 11:47:20,SRX13925576,SRP356854,PRJNA800731,SRS11774108,SAMN25279363,GSM5837291,SRA1362283,
SRR17762883,2022-01-26 11:46:50,SRX13925577,SRP356854,PRJNA800731,SRS11774109,SAMN25279364,GSM5837292,SRA1362283,
SRR17762884,2022-01-26 11:45:04,SRX13925578,SRP356854,PRJNA800731,SRS11774111,SAMN25279365,GSM5837293,SRA1362283,
SRR17762885,2022-01-26 11:46:47,SRX13925579,SRP356854,PRJNA800731,SRS11774112,SAMN25279366,GSM5837294,SRA1362283,
SRR17762886,2022-01-26 11:46:37,SRX13925580,SRP356854,PRJNA800731,SRS11774113,SAMN25279367,GSM5837295,SRA1362283,
SRR17762887,2022-01-26 11:46:29,SRX13925581,SRP356854,PRJNA800731,SRS11774114,SAMN25279368,GSM5837296,SRA1362283,
SRR17762888,2022-01-26 11:45:21,SRX13925582,SRP356854,PRJNA800731,SRS11774115,SAMN25279369,GSM5837297,SRA1362283,
SRR17762889,2022-01-26 11:44:58,SRX13925583,SRP356854,PRJNA800731,SRS11774118,SAMN25279370,GSM5837298,SRA1362283,
SRR17762898,2022-01-26 11:46:18,SRX13925584,SRP356854,PRJNA800731,SRS11774116,SAMN25279379,GSM5837307,SRA1362283,
SRR17762899,2022-01-26 11:47:23,SRX13925585,SRP356854,PRJNA800731,SRS11774117,SAMN25279380,GSM5837308,SRA1362283,
SRR17762900,2022-01-26 11:46:24,SRX13925586,SRP356854,PRJNA800731,SRS11774119,SAMN25279381,GSM5837309,SRA1362283,
SRR17762901,2022-01-26 11:46:14,SRX13925587,SRP356854,PRJNA800731,SRS11774121,SAMN25279382,GSM5837310,SRA1362283,
SRR17762902,2022-01-26 11:47:14,SRX13925588,SRP356854,PRJNA800731,SRS11774120,SAMN25279383,GSM5837311,SRA1362283,
SRR17762903,2022-01-26 11:45:59,SRX13925589,SRP356854,PRJNA800731,SRS11774122,SAMN25279388,GSM5837312,SRA1362283,
SRR17762904,2022-01-26 11:46:40,SRX13925590,SRP356854,PRJNA800731,SRS11774123,SAMN25279389,GSM5837313,SRA1362283,
SRR17762905,2022-01-26 11:45:08,SRX13925591,SRP356854,PRJNA800731,SRS11774124,SAMN25279390,GSM5837314,SRA1362283,
SRR17762906,2022-01-26 11:45:21,SRX13925592,SRP356854,PRJNA800731,SRS11774126,SAMN25279391,GSM5837315,SRA1362283,
SRR17762907,2022-01-26 11:45:25,SRX13925593,SRP356854,PRJNA800731,SRS11774125,SAMN25279384,GSM5837316,SRA1362283,
SRR17762908,2022-01-26 11:44:48,SRX13925594,SRP356854,PRJNA800731,SRS11774127,SAMN25279385,GSM5837317,SRA1362283,
SRR17762909,2022-01-26 11:46:52,SRX13925595,SRP356854,PRJNA800731,SRS11774128,SAMN25279386,GSM5837318,SRA1362283,
SRR17762910,2022-01-26 11:45:59,SRX13925596,SRP356854,PRJNA800731,SRS11774129,SAMN25279387,GSM5837319,SRA1362283,
SRR17762911,2022-01-26 11:46:00,SRX13925597,SRP356854,PRJNA800731,SRS11774131,SAMN25279392,GSM5837320,SRA1362283,
SRR17762912,2022-01-26 11:44:31,SRX13925598,SRP356854,PRJNA800731,SRS11774130,SAMN25279393,GSM5837321,SRA1362283,
SRR17762913,2022-01-26 11:46:38,SRX13925599,SRP356854,PRJNA800731,SRS11774133,SAMN25279394,GSM5837322,SRA1362283,
SRR17762769,2022-01-26 11:44:12,SRX13925512,SRP356854,PRJNA800731,SRS11774044,SAMN25278810,GSM5836995,SRA1362283,
SRR17762770,2022-01-26 11:45:11,SRX13925513,SRP356854,PRJNA800731,SRS11774046,SAMN25278811,GSM5836996,SRA1362283,
SRR17762771,2022-01-26 11:44:12,SRX13925514,SRP356854,PRJNA800731,SRS11774047,SAMN25278812,GSM5836997,SRA1362283,
SRR17762772,2022-01-26 11:43:33,SRX13925515,SRP356854,PRJNA800731,SRS11774049,SAMN25278813,GSM5836998,SRA1362283,
SRR17762773,2022-01-26 11:43:29,SRX13925516,SRP356854,PRJNA800731,SRS11774048,SAMN25278814,GSM5836999,SRA1362283,
SRR17762774,2022-01-26 11:43:44,SRX13925517,SRP356854,PRJNA800731,SRS11774050,SAMN25278815,GSM5837000,SRA1362283,
SRR17762775,2022-01-26 11:43:46,SRX13925518,SRP356854,PRJNA800731,SRS11774051,SAMN25278816,GSM5837001,SRA1362283,
SRR17762776,2022-01-26 11:44:31,SRX13925519,SRP356854,PRJNA800731,SRS11774052,SAMN25278817,GSM5837002,SRA1362283,
SRR17762793,2022-01-26 11:44:25,SRX13925520,SRP356854,PRJNA800731,SRS11774054,SAMN25279058,GSM5837019,SRA1362283,
SRR17762794,2022-01-26 11:44:28,SRX13925521,SRP356854,PRJNA800731,SRS11774055,SAMN25279059,GSM5837020,SRA1362283,
SRR17762795,2022-01-26 11:44:58,SRX13925522,SRP356854,PRJNA800731,SRS11774053,SAMN25279060,GSM5837021,SRA1362283,
SRR17762796,2022-01-26 11:45:41,SRX13925523,SRP356854,PRJNA800731,SRS11774058,SAMN25279061,GSM5837022,SRA1362283,
SRR17762797,2022-01-26 11:45:04,SRX13925524,SRP356854,PRJNA800731,SRS11774057,SAMN25279062,GSM5837023,SRA1362283,
SRR17762798,2022-01-26 11:43:45,SRX13925525,SRP356854,PRJNA800731,SRS11774059,SAMN25279063,GSM5837024,SRA1362283,
SRR17762799,2022-01-26 11:45:45,SRX13925526,SRP356854,PRJNA800731,SRS11774056,SAMN25279064,GSM5837025,SRA1362283,
SRR17762800,2022-01-26 11:44:53,SRX13925527,SRP356854,PRJNA800731,SRS11774060,SAMN25279065,GSM5837026,SRA1362283,
SRR17762817,2022-01-26 11:44:14,SRX13925528,SRP356854,PRJNA800731,SRS11774061,SAMN25279082,GSM5837043,SRA1362283,
SRR17762818,2022-01-26 11:43:26,SRX13925529,SRP356854,PRJNA800731,SRS11774062,SAMN25279083,GSM5837044,SRA1362283,
SRR17762819,2022-01-26 11:42:56,SRX13925530,SRP356854,PRJNA800731,SRS11774065,SAMN25279084,GSM5837045,SRA1362283,
SRR17762820,2022-01-26 11:43:00,SRX13925531,SRP356854,PRJNA800731,SRS11774063,SAMN25279085,GSM5837046,SRA1362283,
SRR17762821,2022-01-26 11:42:50,SRX13925532,SRP356854,PRJNA800731,SRS11774064,SAMN25279086,GSM5837047,SRA1362283,
SRR17762822,2022-01-26 11:43:09,SRX13925533,SRP356854,PRJNA800731,SRS11774066,SAMN25279087,GSM5837048,SRA1362283,
SRR17762823,2022-01-26 11:43:16,SRX13925534,SRP356854,PRJNA800731,SRS11774067,SAMN25279088,GSM5837049,SRA1362283,
SRR17762824,2022-01-26 11:43:10,SRX13925535,SRP356854,PRJNA800731,SRS11774068,SAMN25279089,GSM5837050,SRA1362283,
SRR17763032,2022-01-26 11:46:31,SRX13925536,SRP356854,PRJNA800731,SRS11774071,SAMN25279138,GSM5837099,SRA1362283,
SRR17763033,2022-01-26 11:46:45,SRX13925537,SRP356854,PRJNA800731,SRS11774069,SAMN25279139,GSM5837100,SRA1362283,
SRR17763034,2022-01-26 11:46:06,SRX13925538,SRP356854,PRJNA800731,SRS11774070,SAMN25279140,GSM5837101,SRA1362283,
SRR17763035,2022-01-26 11:46:48,SRX13925539,SRP356854,PRJNA800731,SRS11774072,SAMN25279141,GSM5837102,SRA1362283,
SRR17762977,2022-01-26 11:46:09,SRX13925500,SRP356854,PRJNA800731,SRS11774033,SAMN25279753,GSM5837671,SRA1362283,
SRR17762978,2022-01-26 11:46:08,SRX13925501,SRP356854,PRJNA800731,SRS11774034,SAMN25279755,GSM5837672,SRA1362283,
SRR17762979,2022-01-26 11:46:17,SRX13925502,SRP356854,PRJNA800731,SRS11774035,SAMN25279757,GSM5837673,SRA1362283,
SRR17762980,2022-01-26 11:46:55,SRX13925503,SRP356854,PRJNA800731,SRS11774036,SAMN25279759,GSM5837674,SRA1362283,
SRR17762997,2022-01-26 11:45:56,SRX13925504,SRP356854,PRJNA800731,SRS11774037,SAMN25279793,GSM5837691,SRA1362283,
SRR17762998,2022-01-26 11:45:28,SRX13925505,SRP356854,PRJNA800731,SRS11774038,SAMN25279794,GSM5837692,SRA1362283,
SRR17762999,2022-01-26 11:45:07,SRX13925506,SRP356854,PRJNA800731,SRS11774040,SAMN25279796,GSM5837693,SRA1362283,
SRR17763000,2022-01-26 11:45:39,SRX13925507,SRP356854,PRJNA800731,SRS11774039,SAMN25279799,GSM5837694,SRA1362283,
SRR17763001,2022-01-26 11:45:39,SRX13925508,SRP356854,PRJNA800731,SRS11774041,SAMN25279800,GSM5837695,SRA1362283,
SRR17763002,2022-01-26 11:45:34,SRX13925509,SRP356854,PRJNA800731,SRS11774042,SAMN25279802,GSM5837696,SRA1362283,
SRR17763003,2022-01-26 11:45:06,SRX13925510,SRP356854,PRJNA800731,SRS11774043,SAMN25279804,GSM5837697,SRA1362283,
SRR17763004,2022-01-26 11:45:08,SRX13925511,SRP356854,PRJNA800731,SRS11774045,SAMN25279806,GSM5837698,SRA1362283,
SRR17763273,2022-01-26 11:51:15,SRX13925440,SRP356854,PRJNA800731,SRS11773974,SAMN25279283,GSM5837235,SRA1362283,
SRR17763274,2022-01-26 11:50:39,SRX13925441,SRP356854,PRJNA800731,SRS11773973,SAMN25279284,GSM5837236,SRA1362283,
SRR17763275,2022-01-26 11:52:35,SRX13925442,SRP356854,PRJNA800731,SRS11773976,SAMN25279285,GSM5837237,SRA1362283,
SRR17763276,2022-01-26 11:53:25,SRX13925443,SRP356854,PRJNA800731,SRS11773975,SAMN25279286,GSM5837238,SRA1362283,
SRR17763277,2022-01-26 11:51:51,SRX13925444,SRP356854,PRJNA800731,SRS11773977,SAMN25279287,GSM5837239,SRA1362283,
SRR17763278,2022-01-26 11:51:40,SRX13925445,SRP356854,PRJNA800731,SRS11773978,SAMN25279288,GSM5837240,SRA1362283,
SRR17763279,2022-01-26 11:50:22,SRX13925446,SRP356854,PRJNA800731,SRS11773979,SAMN25279289,GSM5837241,SRA1362283,
SRR17763280,2022-01-26 11:53:06,SRX13925447,SRP356854,PRJNA800731,SRS11773980,SAMN25279290,GSM5837242,SRA1362283,
SRR17762858,2022-01-26 11:45:23,SRX13925448,SRP356854,PRJNA800731,SRS11773982,SAMN25279339,GSM5837267,SRA1362283,
SRR17762859,2022-01-26 11:46:39,SRX13925449,SRP356854,PRJNA800731,SRS11773981,SAMN25279340,GSM5837268,SRA1362283,
SRR17762860,2022-01-26 11:46:12,SRX13925450,SRP356854,PRJNA800731,SRS11773983,SAMN25279341,GSM5837269,SRA1362283,
SRR17762861,2022-01-26 11:46:35,SRX13925451,SRP356854,PRJNA800731,SRS11773984,SAMN25279342,GSM5837270,SRA1362283,
SRR17762862,2022-01-26 11:47:27,SRX13925452,SRP356854,PRJNA800731,SRS11773986,SAMN25279343,GSM5837271,SRA1362283,
SRR17762863,2022-01-26 11:46:25,SRX13925453,SRP356854,PRJNA800731,SRS11773985,SAMN25279344,GSM5837272,SRA1362283,
SRR17762864,2022-01-26 11:46:28,SRX13925454,SRP356854,PRJNA800731,SRS11773987,SAMN25279345,GSM5837273,SRA1362283,
SRR17762865,2022-01-26 11:46:28,SRX13925455,SRP356854,PRJNA800731,SRS11773988,SAMN25279346,GSM5837274,SRA1362283,
SRR17762874,2022-01-26 11:46:35,SRX13925456,SRP356854,PRJNA800731,SRS11773989,SAMN25279356,GSM5837283,SRA1362283,
SRR17762875,2022-01-26 11:46:19,SRX13925457,SRP356854,PRJNA800731,SRS11773990,SAMN25279357,GSM5837284,SRA1362283,
SRR17762876,2022-01-26 11:46:33,SRX13925458,SRP356854,PRJNA800731,SRS11773992,SAMN25279358,GSM5837285,SRA1362283,
SRR17762877,2022-01-26 11:47:13,SRX13925459,SRP356854,PRJNA800731,SRS11773991,SAMN25279351,GSM5837286,SRA1362283,
SRR17762878,2022-01-26 11:46:34,SRX13925460,SRP356854,PRJNA800731,SRS11773993,SAMN25279359,GSM5837287,SRA1362283,
SRR17762879,2022-01-26 11:46:41,SRX13925461,SRP356854,PRJNA800731,SRS11773994,SAMN25279360,GSM5837288,SRA1362283,
SRR17762880,2022-01-26 11:47:15,SRX13925462,SRP356854,PRJNA800731,SRS11773996,SAMN25279361,GSM5837289,SRA1362283,
SRR17762881,2022-01-26 11:46:54,SRX13925463,SRP356854,PRJNA800731,SRS11773995,SAMN25279362,GSM5837290,SRA1362283,
SRR17762890,2022-01-26 11:45:14,SRX13925464,SRP356854,PRJNA800731,SRS11773997,SAMN25279371,GSM5837299,SRA1362283,
SRR17762891,2022-01-26 11:45:33,SRX13925465,SRP356854,PRJNA800731,SRS11773998,SAMN25279372,GSM5837300,SRA1362283,
SRR17762892,2022-01-26 11:45:24,SRX13925466,SRP356854,PRJNA800731,SRS11773999,SAMN25279373,GSM5837301,SRA1362283,
SRR17762893,2022-01-26 11:46:05,SRX13925467,SRP356854,PRJNA800731,SRS11774000,SAMN25279374,GSM5837302,SRA1362283,
SRR17762894,2022-01-26 11:46:18,SRX13925468,SRP356854,PRJNA800731,SRS11774002,SAMN25279375,GSM5837303,SRA1362283,
SRR17762895,2022-01-26 11:47:06,SRX13925469,SRP356854,PRJNA800731,SRS11774001,SAMN25279376,GSM5837304,SRA1362283,
SRR17762896,2022-01-26 11:46:26,SRX13925470,SRP356854,PRJNA800731,SRS11774003,SAMN25279377,GSM5837305,SRA1362283,
SRR17762897,2022-01-26 11:45:59,SRX13925471,SRP356854,PRJNA800731,SRS11774004,SAMN25279378,GSM5837306,SRA1362283,
SRR17762922,2022-01-26 11:48:03,SRX13925472,SRP356854,PRJNA800731,SRS11774005,SAMN25279409,GSM5837331,SRA1362283,
SRR17762923,2022-01-26 11:47:25,SRX13925473,SRP356854,PRJNA800731,SRS11774006,SAMN25279410,GSM5837332,SRA1362283,
SRR17762924,2022-01-26 11:48:24,SRX13925474,SRP356854,PRJNA800731,SRS11774007,SAMN25279411,GSM5837333,SRA1362283,
SRR17762925,2022-01-26 11:47:53,SRX13925475,SRP356854,PRJNA800731,SRS11774008,SAMN25279412,GSM5837334,SRA1362283,
SRR17762926,2022-01-26 11:48:10,SRX13925476,SRP356854,PRJNA800731,SRS11774009,SAMN25279413,GSM5837335,SRA1362283,
SRR17762927,2022-01-26 11:48:25,SRX13925477,SRP356854,PRJNA800731,SRS11774010,SAMN25279414,GSM5837336,SRA1362283,
SRR17762928,2022-01-26 11:54:23,SRX13925478,SRP356854,PRJNA800731,SRS11774011,SAMN25279415,GSM5837337,SRA1362283,
SRR17762929,2022-01-26 11:42:23,SRX13925479,SRP356854,PRJNA800731,SRS11774012,SAMN25279416,GSM5837338,SRA1362283,
SRR17763436,2022-01-26 11:54:47,SRX13925480,SRP356854,PRJNA800731,SRS11774013,SAMN25279720,GSM5837395,SRA1362283,
SRR17763437,2022-01-26 11:54:46,SRX13925481,SRP356854,PRJNA800731,SRS11774014,SAMN25279721,GSM5837396,SRA1362283,
SRR17763438,2022-01-26 11:53:13,SRX13925482,SRP356854,PRJNA800731,SRS11774015,SAMN25279722,GSM5837397,SRA1362283,
SRR17763439,2022-01-26 11:54:25,SRX13925483,SRP356854,PRJNA800731,SRS11774016,SAMN25279723,GSM5837398,SRA1362283,
SRR17763440,2022-01-26 11:54:02,SRX13925484,SRP356854,PRJNA800731,SRS11774017,SAMN25279724,GSM5837399,SRA1362283,
SRR17763441,2022-01-26 11:55:06,SRX13925485,SRP356854,PRJNA800731,SRS11774018,SAMN25279725,GSM5837400,SRA1362283,
SRR17763442,2022-01-26 11:52:51,SRX13925486,SRP356854,PRJNA800731,SRS11774019,SAMN25279726,GSM5837401,SRA1362283,
SRR17763443,2022-01-26 11:54:02,SRX13925487,SRP356854,PRJNA800731,SRS11774020,SAMN25279727,GSM5837402,SRA1362283,
SRR17763124,2022-01-26 11:48:02,SRX13925488,SRP356854,PRJNA800731,SRS11774021,SAMN25279795,GSM5837467,SRA1362283,
SRR17763125,2022-01-26 11:51:08,SRX13925489,SRP356854,PRJNA800731,SRS11774022,SAMN25279797,GSM5837468,SRA1362283,
SRR17763126,2022-01-26 11:51:14,SRX13925490,SRP356854,PRJNA800731,SRS11774023,SAMN25279798,GSM5837469,SRA1362283,
SRR17763127,2022-01-26 11:49:07,SRX13925491,SRP356854,PRJNA800731,SRS11774025,SAMN25279801,GSM5837470,SRA1362283,
SRR17763128,2022-01-26 11:50:36,SRX13925492,SRP356854,PRJNA800731,SRS11774024,SAMN25279803,GSM5837471,SRA1362283,
SRR17763129,2022-01-26 11:51:26,SRX13925493,SRP356854,PRJNA800731,SRS11774026,SAMN25279805,GSM5837472,SRA1362283,
SRR17763130,2022-01-26 11:49:51,SRX13925494,SRP356854,PRJNA800731,SRS11774027,SAMN25279807,GSM5837473,SRA1362283,
SRR17763131,2022-01-26 11:52:59,SRX13925495,SRP356854,PRJNA800731,SRS11774028,SAMN25279809,GSM5837474,SRA1362283,
SRR17762973,2022-01-26 11:46:12,SRX13925496,SRP356854,PRJNA800731,SRS11774029,SAMN25279716,GSM5837667,SRA1362283,
SRR17762974,2022-01-26 11:46:11,SRX13925497,SRP356854,PRJNA800731,SRS11774031,SAMN25279717,GSM5837668,SRA1362283,
SRR17762975,2022-01-26 11:46:32,SRX13925498,SRP356854,PRJNA800731,SRS11774030,SAMN25279749,GSM5837669,SRA1362283,
SRR17762976,2022-01-26 11:46:31,SRX13925499,SRP356854,PRJNA800731,SRS11774032,SAMN25279751,GSM5837670,SRA1362283,
SRR17763024,2022-01-26 11:45:19,SRX13925400,SRP356854,PRJNA800731,SRS11773932,SAMN25279130,GSM5837091,SRA1362283,
SRR17763025,2022-01-26 11:46:17,SRX13925401,SRP356854,PRJNA800731,SRS11773934,SAMN25279131,GSM5837092,SRA1362283,
SRR17763026,2022-01-26 11:45:40,SRX13925402,SRP356854,PRJNA800731,SRS11773937,SAMN25279132,GSM5837093,SRA1362283,
SRR17763027,2022-01-26 11:45:52,SRX13925403,SRP356854,PRJNA800731,SRS11773935,SAMN25279133,GSM5837094,SRA1362283,
SRR17763028,2022-01-26 11:46:39,SRX13925404,SRP356854,PRJNA800731,SRS11773936,SAMN25279134,GSM5837095,SRA1362283,
SRR17763029,2022-01-26 11:45:03,SRX13925405,SRP356854,PRJNA800731,SRS11773938,SAMN25279135,GSM5837096,SRA1362283,
SRR17763030,2022-01-26 11:45:35,SRX13925406,SRP356854,PRJNA800731,SRS11773939,SAMN25279136,GSM5837097,SRA1362283,
SRR17763031,2022-01-26 11:45:39,SRX13925407,SRP356854,PRJNA800731,SRS11773940,SAMN25279137,GSM5837098,SRA1362283,
SRR17763056,2022-01-26 11:47:27,SRX13925408,SRP356854,PRJNA800731,SRS11773941,SAMN25279162,GSM5837123,SRA1362283,
SRR17763057,2022-01-26 11:46:21,SRX13925409,SRP356854,PRJNA800731,SRS11773942,SAMN25279163,GSM5837124,SRA1362283,
SRR17763058,2022-01-26 11:46:47,SRX13925410,SRP356854,PRJNA800731,SRS11773943,SAMN25279164,GSM5837125,SRA1362283,
SRR17763059,2022-01-26 11:47:55,SRX13925411,SRP356854,PRJNA800731,SRS11773944,SAMN25279165,GSM5837126,SRA1362283,
SRR17763060,2022-01-26 11:47:19,SRX13925412,SRP356854,PRJNA800731,SRS11773945,SAMN25279166,GSM5837127,SRA1362283,
SRR17763061,2022-01-26 11:47:18,SRX13925413,SRP356854,PRJNA800731,SRS11773946,SAMN25279167,GSM5837128,SRA1362283,
SRR17763062,2022-01-26 11:47:19,SRX13925414,SRP356854,PRJNA800731,SRS11773949,SAMN25279168,GSM5837129,SRA1362283,
SRR17763063,2022-01-26 11:45:43,SRX13925415,SRP356854,PRJNA800731,SRS11773947,SAMN25279169,GSM5837130,SRA1362283,
SRR17763080,2022-01-26 11:48:10,SRX13925416,SRP356854,PRJNA800731,SRS11773950,SAMN25279186,GSM5837147,SRA1362283,
SRR17763081,2022-01-26 11:47:14,SRX13925417,SRP356854,PRJNA800731,SRS11773948,SAMN25279187,GSM5837148,SRA1362283,
SRR17763082,2022-01-26 11:47:08,SRX13925418,SRP356854,PRJNA800731,SRS11773951,SAMN25279188,GSM5837149,SRA1362283,
SRR17763083,2022-01-26 11:48:11,SRX13925419,SRP356854,PRJNA800731,SRS11773952,SAMN25279189,GSM5837150,SRA1362283,
SRR17763084,2022-01-26 11:48:23,SRX13925420,SRP356854,PRJNA800731,SRS11773954,SAMN25279190,GSM5837151,SRA1362283,
SRR17763085,2022-01-26 11:47:40,SRX13925421,SRP356854,PRJNA800731,SRS11773953,SAMN25279191,GSM5837152,SRA1362283,
SRR17763086,2022-01-26 11:47:12,SRX13925422,SRP356854,PRJNA800731,SRS11773955,SAMN25279192,GSM5837153,SRA1362283,
SRR17763087,2022-01-26 11:48:05,SRX13925423,SRP356854,PRJNA800731,SRS11773956,SAMN25279193,GSM5837154,SRA1362283,
SRR17763216,2022-01-26 11:47:38,SRX13925424,SRP356854,PRJNA800731,SRS11773957,SAMN25279226,GSM5837187,SRA1362283,
SRR17763217,2022-01-26 11:49:21,SRX13925425,SRP356854,PRJNA800731,SRS11773958,SAMN25279227,GSM5837188,SRA1362283,
SRR17763218,2022-01-26 11:49:21,SRX13925426,SRP356854,PRJNA800731,SRS11773959,SAMN25279228,GSM5837189,SRA1362283,
SRR17763219,2022-01-26 11:49:09,SRX13925427,SRP356854,PRJNA800731,SRS11773960,SAMN25279229,GSM5837190,SRA1362283,
SRR17763220,2022-01-26 11:48:20,SRX13925428,SRP356854,PRJNA800731,SRS11773961,SAMN25279230,GSM5837191,SRA1362283,
SRR17763221,2022-01-26 11:48:37,SRX13925429,SRP356854,PRJNA800731,SRS11773962,SAMN25279231,GSM5837192,SRA1362283,
SRR17763222,2022-01-26 11:51:46,SRX13925430,SRP356854,PRJNA800731,SRS11773963,SAMN25279232,GSM5837193,SRA1362283,
SRR17763223,2022-01-26 11:51:00,SRX13925431,SRP356854,PRJNA800731,SRS11773964,SAMN25279233,GSM5837194,SRA1362283,
SRR17763248,2022-01-26 11:48:11,SRX13925432,SRP356854,PRJNA800731,SRS11773967,SAMN25279250,GSM5837211,SRA1362283,
SRR17763249,2022-01-26 11:53:36,SRX13925432,SRP356854,PRJNA800731,SRS11773967,SAMN25279250,GSM5837211,SRA1362283,
SRR17763250,2022-01-26 11:52:58,SRX13925433,SRP356854,PRJNA800731,SRS11773966,SAMN25279251,GSM5837212,SRA1362283,
SRR17763251,2022-01-26 11:51:20,SRX13925434,SRP356854,PRJNA800731,SRS11773965,SAMN25279291,GSM5837213,SRA1362283,
SRR17763252,2022-01-26 11:53:44,SRX13925435,SRP356854,PRJNA800731,SRS11773968,SAMN25279292,GSM5837214,SRA1362283,
SRR17763253,2022-01-26 11:50:24,SRX13925436,SRP356854,PRJNA800731,SRS11773969,SAMN25279293,GSM5837215,SRA1362283,
SRR17763254,2022-01-26 11:52:03,SRX13925437,SRP356854,PRJNA800731,SRS11773970,SAMN25279294,GSM5837216,SRA1362283,
SRR17763255,2022-01-26 11:51:48,SRX13925438,SRP356854,PRJNA800731,SRS11773971,SAMN25279295,GSM5837217,SRA1362283,
SRR17763256,2022-01-26 11:51:25,SRX13925439,SRP356854,PRJNA800731,SRS11773972,SAMN25279296,GSM5837218,SRA1362283,
SRR17762761,2022-01-26 11:44:14,SRX13925360,SRP356854,PRJNA800731,SRS11773893,SAMN25278802,GSM5836987,SRA1362283,
SRR17762762,2022-01-26 11:42:56,SRX13925361,SRP356854,PRJNA800731,SRS11773894,SAMN25278803,GSM5836988,SRA1362283,
SRR17762763,2022-01-26 11:43:20,SRX13925362,SRP356854,PRJNA800731,SRS11773895,SAMN25278804,GSM5836989,SRA1362283,
SRR17762764,2022-01-26 11:43:31,SRX13925363,SRP356854,PRJNA800731,SRS11773896,SAMN25278805,GSM5836990,SRA1362283,
SRR17762765,2022-01-26 11:43:55,SRX13925364,SRP356854,PRJNA800731,SRS11773898,SAMN25278806,GSM5836991,SRA1362283,
